aX,aY,aZ,gX,gY,gZ
-0.941,-0.428,1.134,72.937,-48.767,105.591
-0.896,-0.455,1.120,53.040,-30.212,82.703
-0.802,-0.410,1.017,41.626,-22.461,76.050
-0.770,-0.371,0.954,32.410,-10.559,69.763
-0.722,-0.328,0.880,38.452,-6.104,68.115
-0.686,-0.316,0.901,54.077,-4.578,63.232
-0.576,-0.269,1.000,51.331,-8.179,58.960
-0.533,-0.238,1.046,21.667,-19.714,47.485
-0.504,-0.163,1.096,4.333,-21.545,40.771
-0.483,-0.123,1.089,-18.188,-17.212,24.597
-0.371,-0.076,1.048,-24.902,-16.907,15.991
-0.301,-0.078,1.041,-30.579,-15.747,3.113
-0.164,-0.113,1.018,-27.405,-9.277,-0.244
-0.113,-0.135,1.000,-17.700,2.930,-4.028
-0.042,-0.180,0.970,-15.381,5.371,-7.324
0.001,-0.213,0.947,-16.052,5.981,-15.991
1.610,-0.555,0.856,9.338,3.540,-14.954
1.793,-0.708,0.786,1.770,12.207,-5.859
2.010,-1.062,0.569,-4.517,11.475,6.287
